MQ	G/MQ=1%(singlet)	G/MQ=1%(doublet)	G/MQ=2%(singlet)	G/MQ=2%(doublet)	G/MQ=3%(singlet)	G/MQ=3%(doublet)	G/MQ=4%(singlet)	G/MQ=4%(doublet)	G/MQ=5%(singlet)	G/MQ=5%(doublet)
1400	0.08935227659895761	0.12519065122414016	0.12636320139515797	0.17704631684349895	0.15476268284134223	0.21683656855284567	0.17870455319791523	0.25038130244828033	0.19979776441963293	0.2799348062846447
1400	0.08935227659895761	0.12519065122414016	0.12636320139515797	0.17704631684349895	0.15476268284134223	0.21683656855284567	0.17870455319791523	0.25038130244828033	0.19979776441963293	0.2799348062846447
1400	0.08935227659895761	0.12519065122414016	0.12636320139515797	0.17704631684349895	0.15476268284134223	0.21683656855284567	0.17870455319791523	0.25038130244828033	0.19979776441963293	0.2799348062846447
1400	0.08935227659895761	0.12519065122414016	0.12636320139515797	0.17704631684349895	0.15476268284134223	0.21683656855284567	0.17870455319791523	0.25038130244828033	0.19979776441963293	0.2799348062846447
1500	0.08325217507404413	0.11678408294096128	0.11773635508677252	0.16515763396441183	0.14419699706886369	0.2022759651690827	0.16650435014808826	0.23356816588192256	0.18615752274027625	0.26113714814596295
1500	0.08325217507404413	0.11678408294096128	0.11773635508677252	0.16515763396441183	0.14419699706886369	0.2022759651690827	0.16650435014808826	0.23356816588192256	0.18615752274027625	0.26113714814596295
1500	0.08325217507404413	0.11678408294096128	0.11773635508677252	0.16515763396441183	0.14419699706886369	0.2022759651690827	0.16650435014808826	0.23356816588192256	0.18615752274027625	0.26113714814596295
1500	0.08325217507404413	0.11678408294096128	0.11773635508677252	0.16515763396441183	0.14419699706886369	0.2022759651690827	0.16650435014808826	0.23356816588192256	0.18615752274027625	0.26113714814596295
1600	0.0779391724772908	0.10943869743694687	0.11022263475752052	0.15476969016377592	0.13499460663054155	0.18955338427494986	0.1558783449545816	0.21887739487389374	0.17427728776930293	0.2447123668380452
1600	0.0779391724772908	0.10943869743694687	0.11022263475752052	0.15476969016377592	0.13499460663054155	0.18955338427494986	0.1558783449545816	0.21887739487389374	0.17427728776930293	0.2447123668380452
1600	0.0779391724772908	0.10943869743694687	0.11022263475752052	0.15476969016377592	0.13499460663054155	0.18955338427494986	0.1558783449545816	0.21887739487389374	0.17427728776930293	0.2447123668380452
1600	0.0779391724772908	0.10943869743694687	0.11022263475752052	0.15476969016377592	0.13499460663054155	0.18955338427494986	0.1558783449545816	0.21887739487389374	0.17427728776930293	0.2447123668380452
1700	0.07326903978953105	0.10296498699865456	0.10361806977240874	0.14561448106306668	0.12690569953725345	0.17834058888233859	0.1465380795790621	0.2059299739973091	0.1638345536155283	0.23023671023137368
1700	0.07326903978953105	0.10296498699865456	0.10361806977240874	0.14561448106306668	0.12690569953725345	0.17834058888233859	0.1465380795790621	0.2059299739973091	0.1638345536155283	0.23023671023137368
1700	0.07326903978953105	0.10296498699865456	0.10361806977240874	0.14561448106306668	0.12690569953725345	0.17834058888233859	0.1465380795790621	0.2059299739973091	0.1638345536155283	0.23023671023137368
1700	0.07326903978953105	0.10296498699865456	0.10361806977240874	0.14561448106306668	0.12690569953725345	0.17834058888233859	0.1465380795790621	0.2059299739973091	0.1638345536155283	0.23023671023137368
1800	0.0691309704650972	0.09721613167519666	0.09776595601175433	0.13748437189651178	0.11973835322209182	0.1683832793767467	0.1382619409301944	0.19443226335039332	0.15458154931048762	0.21738187893531025
1800	0.0691309704650972	0.09721613167519666	0.09776595601175433	0.13748437189651178	0.11973835322209182	0.1683832793767467	0.1382619409301944	0.19443226335039332	0.15458154931048762	0.21738187893531025
1800	0.0691309704650972	0.09721613167519666	0.09776595601175433	0.13748437189651178	0.11973835322209182	0.1683832793767467	0.1382619409301944	0.19443226335039332	0.15458154931048762	0.21738187893531025
1800	0.0691309704650972	0.09721613167519666	0.09776595601175433	0.13748437189651178	0.11973835322209182	0.1683832793767467	0.1382619409301944	0.19443226335039332	0.15458154931048762	0.21738187893531025
1900	0.06543838169593338	0.0920765970818641	0.0925438468941363	0.13021597237033514	0.11334260186244188	0.15948134433383682	0.13087676339186677	0.1841531941637282	0.14632466980968503	0.20588953021190687
1900	0.06543838169593338	0.0920765970818641	0.0925438468941363	0.13021597237033514	0.11334260186244188	0.15948134433383682	0.13087676339186677	0.1841531941637282	0.14632466980968503	0.20588953021190687
1900	0.06543838169593338	0.0920765970818641	0.0925438468941363	0.13021597237033514	0.11334260186244188	0.15948134433383682	0.13087676339186677	0.1841531941637282	0.14632466980968503	0.20588953021190687
1900	0.06543838169593338	0.0920765970818641	0.0925438468941363	0.13021597237033514	0.11334260186244188	0.15948134433383682	0.13087676339186677	0.1841531941637282	0.14632466980968503	0.20588953021190687
2000	0.062122607351889784	0.08745420788416927	0.08785463384702108	0.12367892687638825	0.10759951223212497	0.15147513139107188	0.12424521470377957	0.17490841576833854	0.13891037297835374	0.19555355374740055
2000	0.062122607351889784	0.08745420788416927	0.08785463384702108	0.12367892687638825	0.10759951223212497	0.15147513139107188	0.12424521470377957	0.17490841576833854	0.13891037297835374	0.19555355374740055
2000	0.062122607351889784	0.08745420788416927	0.08785463384702108	0.12367892687638825	0.10759951223212497	0.15147513139107188	0.12424521470377957	0.17490841576833854	0.13891037297835374	0.19555355374740055
2000	0.062122607351889784	0.08745420788416927	0.08785463384702108	0.12367892687638825	0.10759951223212497	0.15147513139107188	0.12424521470377957	0.17490841576833854	0.13891037297835374	0.19555355374740055
